action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1802261,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '21.03', 'le': '0.42', 'lle': '0.99', 'sei': '51.01'}",CHEMBL219653,,CHEMBL219653,6.14,0,http://www.openphacts.org/units/Nanomolar,621358,=,1,1,=,,IC50,nM,,730.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,730.0
,,1802348,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,,,CHEMBL1139231,J Med Chem,2007.0,,CHEMBL218193,,CHEMBL218193,,0,http://www.openphacts.org/units/Nanomolar,621373,>,1,1,>,,IC50,nM,,8700.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,8700.0
,,1802349,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C(CC(C)C)C2CCCCN2)c1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '22.39', 'le': '0.42', 'lle': '1.88', 'sei': '27.53'}",CHEMBL217975,,CHEMBL217975,5.85,0,http://www.openphacts.org/units/Nanomolar,621372,=,1,1,=,,IC50,nM,,1400.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,1400.0
,,1802350,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '22.17', 'le': '0.42', 'lle': '1.83', 'sei': '27.26'}",CHEMBL218894,,CHEMBL218894,5.80,0,http://www.openphacts.org/units/Nanomolar,621371,=,1,1,=,,IC50,nM,,1600.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,1600.0
,,1802351,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '22.27', 'le': '0.48', 'lle': '1.39', 'sei': '216.05'}",CHEMBL387117,,CHEMBL387117,7.00,0,http://www.openphacts.org/units/Nanomolar,621370,=,1,1,=,,IC50,nM,,100.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,,1802352,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '25.71', 'le': '0.56', 'lle': '2.45', 'sei': '64.18'}",CHEMBL218999,,CHEMBL218999,7.72,0,http://www.openphacts.org/units/Nanomolar,621369,=,1,1,=,,IC50,nM,,19.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,19.0
,,1802353,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '23.98', 'le': '0.52', 'lle': '1.79', 'sei': '59.86'}",CHEMBL374634,,CHEMBL374634,7.20,0,http://www.openphacts.org/units/Nanomolar,621368,=,1,1,=,,IC50,nM,,63.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,63.0
,,1802354,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '25.60', 'le': '0.56', 'lle': '2.31', 'sei': '60.91'}",CHEMBL219649,,CHEMBL219649,7.33,0,http://www.openphacts.org/units/Nanomolar,621367,=,1,1,=,,IC50,nM,,47.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,47.0
,,1802355,[],CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J Med Chem,2007.0,"{'bei': '22.24', 'le': '0.48', 'lle': '3.33', 'sei': '17.54'}",CHEMBL220195,,CHEMBL220195,6.72,0,http://www.openphacts.org/units/Nanomolar,621366,=,1,1,=,,IC50,nM,,190.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,190.0
,,1839161,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '18.07', 'le': '0.34', 'lle': '3.61', 'sei': '9.82'}",CHEMBL370805,COCAINE,CHEMBL370805,5.48,0,http://www.openphacts.org/units/Nanomolar,629960,=,1,1,=,,IC50,nM,,3300.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,3300.0
,,1839184,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@H]2CCC(C[C@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '19.81', 'le': '0.37', 'lle': '2.68', 'sei': '18.33'}",CHEMBL221993,,CHEMBL221993,5.42,0,http://www.openphacts.org/units/Nanomolar,629980,=,1,1,=,,IC50,nM,,3850.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,3850.0
,,1839186,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@H]2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '21.28', 'le': '0.43', 'lle': '3.17', 'sei': '21.17'}",CHEMBL374712,,CHEMBL374712,6.25,0,http://www.openphacts.org/units/Nanomolar,629979,=,1,1,=,,IC50,nM,,559.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,559.0
,,1839188,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '20.67', 'le': '0.39', 'lle': '2.92', 'sei': '19.13'}",CHEMBL2096861,,CHEMBL2096861,5.65,0,http://www.openphacts.org/units/Nanomolar,629978,=,1,1,=,,IC50,nM,,2230.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,2230.0
,,1839190,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '15.88', 'le': '0.42', 'lle': '3.09', 'sei': '20.71'}",CHEMBL2096860,,CHEMBL2096860,6.12,0,http://www.openphacts.org/units/Nanomolar,629977,=,1,1,=,,IC50,nM,,760.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,760.0
,,1839192,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '19.41', 'le': '0.45', 'lle': '3.38', 'sei': '22.23'}",CHEMBL2096859,,CHEMBL2096859,6.57,0,http://www.openphacts.org/units/Nanomolar,629976,=,1,1,=,,IC50,nM,,272.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,272.0
,,1839194,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '21.62', 'le': '0.43', 'lle': '3.27', 'sei': '21.51'}",CHEMBL2096858,,CHEMBL2096858,6.35,0,http://www.openphacts.org/units/Nanomolar,629975,=,1,1,=,,IC50,nM,,444.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,444.0
,,1839196,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '18.54', 'le': '0.35', 'lle': '2.57', 'sei': '17.41'}",CHEMBL2096857,,CHEMBL2096857,5.14,0,http://www.openphacts.org/units/Nanomolar,629974,=,1,1,=,,IC50,nM,,7200.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,7200.0
,,1839198,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccccc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,,CHEMBL2096856,,CHEMBL2096856,,0,http://www.openphacts.org/units/Nanomolar,629973,>,1,1,>,,IC50,nM,,10000.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,,1839199,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '24.03', 'le': '0.45', 'lle': '3.84', 'sei': '22.24'}",CHEMBL373385,,CHEMBL373385,6.57,0,http://www.openphacts.org/units/Nanomolar,629972,=,1,1,=,,IC50,nM,,270.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,270.0
,,1839201,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '18.90', 'le': '0.50', 'lle': '4.25', 'sei': '24.65'}",CHEMBL375889,,CHEMBL375889,7.28,0,http://www.openphacts.org/units/Nanomolar,629971,=,1,1,=,,IC50,nM,,52.4,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,52.4
,,1839203,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '22.14', 'le': '0.51', 'lle': '4.30', 'sei': '25.35'}",CHEMBL224819,,CHEMBL224819,7.49,0,http://www.openphacts.org/units/Nanomolar,629970,=,1,1,=,,IC50,nM,,32.4,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,32.4
,,1839205,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '28.21', 'le': '0.57', 'lle': '5.21', 'sei': '28.06'}",CHEMBL375888,,CHEMBL375888,8.29,0,http://www.openphacts.org/units/Nanomolar,629969,=,1,1,=,,IC50,nM,,5.14,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,5.14
,,1839207,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '21.35', 'le': '0.40', 'lle': '3.35', 'sei': '20.04'}",CHEMBL222705,,CHEMBL222705,5.92,0,http://www.openphacts.org/units/Nanomolar,629968,=,1,1,=,,IC50,nM,,1200.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,1200.0
,,1839209,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccccc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '24.16', 'le': '0.45', 'lle': '3.84', 'sei': '21.21'}",CHEMBL376899,,CHEMBL376899,6.27,0,http://www.openphacts.org/units/Nanomolar,629967,=,1,1,=,,IC50,nM,,541.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,541.0
,,1839211,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '26.42', 'le': '0.49', 'lle': '4.49', 'sei': '24.45'}",CHEMBL312037,,CHEMBL312037,7.22,0,http://www.openphacts.org/units/Nanomolar,629966,=,1,1,=,,IC50,nM,,60.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,60.0
,,1839213,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '19.32', 'le': '0.51', 'lle': '4.41', 'sei': '25.20'}",CHEMBL311347,,CHEMBL311347,7.44,0,http://www.openphacts.org/units/Nanomolar,629965,=,1,1,=,,IC50,nM,,36.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,36.0
,,1839215,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '21.96', 'le': '0.51', 'lle': '4.24', 'sei': '25.14'}",CHEMBL218082,,CHEMBL218082,7.43,0,http://www.openphacts.org/units/Nanomolar,629964,=,1,1,=,,IC50,nM,,37.4,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,37.4
,,1839217,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '25.30', 'le': '0.51', 'lle': '4.35', 'sei': '25.16'}",CHEMBL610897,,CHEMBL610897,7.43,0,http://www.openphacts.org/units/Nanomolar,629963,=,1,1,=,,IC50,nM,,37.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,37.0
,,1839219,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '21.92', 'le': '0.42', 'lle': '3.51', 'sei': '20.58'}",CHEMBL2079586,,CHEMBL2079586,6.08,0,http://www.openphacts.org/units/Nanomolar,629962,=,1,1,=,,IC50,nM,,835.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,835.0
,,1839221,[],CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,,,CHEMBL1149262,J Med Chem,2004.0,"{'bei': '23.27', 'le': '0.43', 'lle': '3.61', 'sei': '20.43'}",CHEMBL83729,,CHEMBL83729,6.04,0,http://www.openphacts.org/units/Nanomolar,629961,=,1,1,=,,IC50,nM,,920.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,920.0
,,1846564,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '18.07', 'le': '0.34', 'lle': '3.61', 'sei': '9.82'}",CHEMBL370805,COCAINE,CHEMBL370805,5.48,1,http://www.openphacts.org/units/Nanomolar,631854,=,1,1,=,,IC50,nM,,3300.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,3300.0
,,1846584,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '22.23', 'le': '0.41', 'lle': '2.01', 'sei': '212.33'}",CHEMBL225235,,CHEMBL225235,6.88,0,http://www.openphacts.org/units/Nanomolar,631870,=,1,1,=,,IC50,nM,,132.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,132.0
,,1846586,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1OC,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '11.69', 'le': '0.22', 'lle': '-0.64', 'sei': '18.93'}",CHEMBL388825,,CHEMBL388825,4.11,0,http://www.openphacts.org/units/Nanomolar,631869,=,1,1,=,,IC50,nM,,78000.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,78000.0
,,1846588,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '14.23', 'le': '0.26', 'lle': '0.25', 'sei': '23.04'}",CHEMBL388605,,CHEMBL388605,5.00,0,http://www.openphacts.org/units/Nanomolar,631868,=,1,1,=,,IC50,nM,,10000.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,Not Determined,1846590,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,,CHEMBL2096878,,CHEMBL2096878,,0,,631867,,1,0,,,IC50,,,,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,,,,
,,1846591,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '20.38', 'le': '0.37', 'lle': '1.81', 'sei': '52.52'}",CHEMBL224062,,CHEMBL224062,6.55,0,http://www.openphacts.org/units/Nanomolar,631866,=,1,1,=,,IC50,nM,,282.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,282.0
,,1846593,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '16.00', 'le': '0.29', 'lle': '-0.15', 'sei': '150.80'}",CHEMBL426178,,CHEMBL426178,4.89,0,http://www.openphacts.org/units/Nanomolar,631865,=,1,1,=,,IC50,nM,,13000.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,13000.0
,,1846594,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '20.00', 'le': '0.36', 'lle': '1.07', 'sei': '188.52'}",CHEMBL2096877,,CHEMBL2096877,6.11,0,http://www.openphacts.org/units/Nanomolar,631864,=,1,1,=,,IC50,nM,,780.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,780.0
,,1846596,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '18.28', 'le': '0.33', 'lle': '0.60', 'sei': '164.44'}",CHEMBL2096876,,CHEMBL2096876,5.33,0,http://www.openphacts.org/units/Nanomolar,631863,=,1,1,=,,IC50,nM,,4700.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,4700.0
,,1846598,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '17.89', 'le': '0.32', 'lle': '0.48', 'sei': '160.95'}",CHEMBL387758,,CHEMBL387758,5.21,0,http://www.openphacts.org/units/Nanomolar,631862,=,1,1,=,,IC50,nM,,6100.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,6100.0
,,1846600,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '18.23', 'le': '0.33', 'lle': '0.58', 'sei': '164.02'}",CHEMBL2096875,,CHEMBL2096875,5.31,0,http://www.openphacts.org/units/Nanomolar,631861,=,1,1,=,,IC50,nM,,4850.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,4850.0
,,1846602,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '21.68', 'le': '0.39', 'lle': '1.59', 'sei': '195.02'}",CHEMBL224771,,CHEMBL224771,6.32,0,http://www.openphacts.org/units/Nanomolar,631860,=,1,1,=,,IC50,nM,,480.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,480.0
,,1846604,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '21.57', 'le': '0.39', 'lle': '1.56', 'sei': '184.66'}",CHEMBL2096874,,CHEMBL2096874,5.98,0,http://www.openphacts.org/units/Nanomolar,631859,=,1,1,=,,IC50,nM,,1040.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,1040.0
,,1846606,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '21.76', 'le': '0.39', 'lle': '1.62', 'sei': '186.30'}",CHEMBL388850,,CHEMBL388850,6.04,0,http://www.openphacts.org/units/Nanomolar,631858,=,1,1,=,,IC50,nM,,920.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,920.0
,,1846608,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.81', 'le': '0.37', 'lle': '2.68', 'sei': '18.33'}",CHEMBL312037,,CHEMBL312037,5.42,0,http://www.openphacts.org/units/Nanomolar,631857,=,1,1,=,,IC50,nM,,3850.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,3850.0
,,1846610,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '26.42', 'le': '0.49', 'lle': '4.49', 'sei': '24.45'}",CHEMBL312037,,CHEMBL312037,7.22,1,http://www.openphacts.org/units/Nanomolar,631856,=,1,1,=,,IC50,nM,,60.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,60.0
,,1846612,[],CHEMBL915899,Displacement of [3H]nisoxetine from NET,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '23.27', 'le': '0.43', 'lle': '3.61', 'sei': '20.43'}",CHEMBL83729,,CHEMBL83729,6.04,1,http://www.openphacts.org/units/Nanomolar,631855,=,1,1,=,,IC50,nM,,920.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,920.0
